Salary,Age,StockOptionLevel,YearsAtCompany,EducationLevel,EnvironmentSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating
72057,29,0,8,Bachelors ,5.0,1.0,0.0,3.0,3.0
72057,29,0,8,Bachelors ,3.0,1.0,1.0,5.0,4.0
72057,29,0,8,Bachelors ,4.0,3.0,0.0,4.0,3.0
72057,29,0,8,Bachelors ,2.0,1.0,0.0,3.0,3.0
81654,41,0,8,1,3.0,3.0,1.0,3.0,3.0
81654,41,0,8,1,4.0,1.0,2.0,5.0,5.0
81654,41,0,8,1,4.0,3.0,0.0,4.0,4.0
81654,41,0,8,1,3.0,1.0,0.0,4.0,3.0
81654,41,0,8,1,4.0,3.0,0.0,3.0,3.0
81654,41,0,8,1,1.0,2.0,1.0,4.0,4.0
57296,44,0,8,Bachelors ,4.0,3.0,0.0,5.0,4.0
57296,44,0,8,Bachelors ,3.0,1.0,2.0,3.0,3.0
57296,44,0,8,Bachelors ,3.0,3.0,0.0,3.0,3.0
57296,44,0,8,Bachelors ,3.0,2.0,2.0,5.0,5.0
57296,44,0,8,Bachelors ,1.0,2.0,1.0,5.0,5.0
57296,44,0,8,Bachelors ,5.0,1.0,0.0,4.0,4.0
117918,28,2,8,High School ,4.0,3.0,0.0,4.0,3.0
117918,28,2,8,High School ,3.0,2.0,0.0,3.0,2.0
117918,28,2,8,High School ,4.0,3.0,0.0,3.0,2.0
117918,28,2,8,High School ,3.0,1.0,0.0,5.0,5.0
117918,28,2,8,High School ,4.0,3.0,0.0,3.0,3.0
117918,28,2,8,High School ,4.0,1.0,0.0,4.0,3.0
44646,47,0,8,Bachelors ,3.0,1.0,0.0,3.0,3.0
44646,47,0,8,Bachelors ,4.0,1.0,1.0,5.0,5.0
44646,47,0,8,Bachelors ,5.0,2.0,1.0,4.0,4.0
44646,47,0,8,Bachelors ,3.0,1.0,2.0,5.0,5.0
44646,47,0,8,Bachelors ,4.0,2.0,1.0,4.0,4.0
44646,47,0,8,Bachelors ,3.0,2.0,0.0,3.0,3.0
410970,47,0,8,Masters ,5.0,1.0,0.0,3.0,3.0
410970,47,0,8,Masters ,5.0,1.0,3.0,4.0,3.0
410970,47,0,8,Masters ,3.0,2.0,0.0,5.0,5.0
410970,47,0,8,Masters ,3.0,3.0,2.0,4.0,3.0
410970,47,0,8,Masters ,3.0,2.0,0.0,3.0,3.0
410970,47,0,8,Masters ,2.0,1.0,1.0,4.0,4.0
106840,47,0,8,Bachelors ,3.0,3.0,2.0,4.0,3.0
106840,47,0,8,Bachelors ,4.0,1.0,0.0,4.0,4.0
106840,47,0,8,Bachelors ,5.0,1.0,0.0,5.0,5.0
106840,47,0,8,Bachelors ,4.0,2.0,3.0,3.0,2.0
106840,47,0,8,Bachelors ,5.0,3.0,2.0,3.0,2.0
106840,47,0,8,Bachelors ,4.0,3.0,2.0,5.0,5.0
476151,37,0,8,Masters ,4.0,2.0,2.0,3.0,2.0
476151,37,0,8,Masters ,4.0,3.0,2.0,5.0,5.0
476151,37,0,8,Masters ,3.0,2.0,2.0,3.0,2.0
476151,37,0,8,Masters ,4.0,1.0,0.0,5.0,5.0
476151,37,0,8,Masters ,4.0,1.0,1.0,4.0,4.0
476151,37,0,8,Masters ,4.0,3.0,2.0,3.0,3.0
42721,34,1,8,Bachelors ,4.0,3.0,1.0,3.0,3.0
42721,34,1,8,Bachelors ,5.0,1.0,0.0,5.0,4.0
42721,34,1,8,Bachelors ,3.0,1.0,1.0,4.0,3.0
42721,34,1,8,Bachelors ,3.0,3.0,2.0,4.0,3.0
42721,34,1,8,Bachelors ,5.0,2.0,0.0,4.0,3.0
42721,34,1,8,Bachelors ,4.0,2.0,0.0,4.0,4.0
240248,38,1,8,Bachelors ,5.0,2.0,2.0,5.0,4.0
240248,38,1,8,Bachelors ,5.0,1.0,1.0,5.0,5.0
240248,38,1,8,Bachelors ,4.0,3.0,0.0,5.0,4.0
240248,38,1,8,Bachelors ,4.0,1.0,3.0,4.0,3.0
240248,38,1,8,Bachelors ,5.0,1.0,0.0,5.0,5.0
240248,38,1,8,Bachelors ,4.0,3.0,1.0,4.0,4.0
22089,26,1,1,Bachelors ,3.0,1.0,1.0,4.0,3.0
22089,26,1,1,Bachelors ,5.0,3.0,2.0,5.0,5.0
22089,26,1,1,Bachelors ,4.0,1.0,1.0,5.0,4.0
22089,26,1,1,Bachelors ,3.0,3.0,1.0,4.0,3.0
22089,26,1,1,Bachelors ,4.0,2.0,0.0,3.0,2.0
22089,26,1,1,Bachelors ,3.0,1.0,0.0,3.0,2.0
22089,26,1,1,Bachelors ,3.0,1.0,0.0,4.0,3.0
22089,26,1,1,Bachelors ,3.0,1.0,1.0,4.0,4.0
22089,26,1,1,Bachelors ,5.0,2.0,2.0,3.0,2.0
22089,26,1,1,Bachelors ,5.0,3.0,1.0,3.0,3.0
230381,37,1,8,Bachelors ,3.0,1.0,2.0,3.0,2.0
230381,37,1,8,Bachelors ,5.0,3.0,0.0,5.0,5.0
230381,37,1,8,Bachelors ,3.0,1.0,2.0,3.0,2.0
230381,37,1,8,Bachelors ,5.0,2.0,1.0,5.0,5.0
230381,37,1,8,Bachelors ,4.0,1.0,1.0,3.0,3.0
230381,37,1,8,Bachelors ,3.0,1.0,2.0,4.0,3.0
95808,40,2,8,Bachelors ,3.0,3.0,1.0,5.0,4.0
95808,40,2,8,Bachelors ,4.0,1.0,0.0,5.0,5.0
95808,40,2,8,Bachelors ,3.0,1.0,0.0,5.0,5.0
95808,40,2,8,Bachelors ,3.0,2.0,1.0,5.0,4.0
95808,40,2,8,Bachelors ,3.0,2.0,0.0,4.0,3.0
95808,40,2,8,Bachelors ,4.0,3.0,0.0,3.0,2.0
48377,32,1,8,Masters ,5.0,2.0,2.0,5.0,4.0
48377,32,1,8,Masters ,4.0,1.0,0.0,3.0,2.0
48377,32,1,8,Masters ,5.0,3.0,2.0,3.0,2.0
48377,32,1,8,Masters ,4.0,1.0,1.0,3.0,3.0
48377,32,1,8,Masters ,5.0,1.0,1.0,5.0,5.0
48377,32,1,8,Masters ,4.0,3.0,0.0,5.0,5.0
110076,31,0,8,Bachelors ,5.0,1.0,0.0,3.0,3.0
110076,31,0,8,Bachelors ,3.0,2.0,0.0,4.0,3.0
110076,31,0,8,Bachelors ,4.0,2.0,0.0,4.0,4.0
110076,31,0,8,Bachelors ,3.0,1.0,1.0,3.0,2.0
110076,31,0,8,Bachelors ,4.0,3.0,2.0,3.0,3.0
110076,31,0,8,Bachelors ,4.0,3.0,1.0,4.0,3.0
131047,41,0,8,Bachelors ,5.0,2.0,1.0,5.0,5.0
131047,41,0,8,Bachelors ,5.0,3.0,0.0,5.0,4.0
131047,41,0,8,Bachelors ,5.0,3.0,2.0,3.0,3.0
131047,41,0,8,Bachelors ,5.0,1.0,0.0,3.0,3.0
131047,41,0,8,Bachelors ,5.0,3.0,0.0,4.0,4.0
131047,41,0,8,Bachelors ,4.0,3.0,0.0,4.0,4.0
127014,30,0,8,1,3.0,1.0,0.0,3.0,2.0
127014,30,0,8,1,5.0,2.0,2.0,3.0,3.0
127014,30,0,8,1,4.0,2.0,1.0,4.0,4.0
127014,30,0,8,1,4.0,2.0,2.0,3.0,3.0
127014,30,0,8,1,3.0,1.0,0.0,4.0,3.0
127014,30,0,8,1,4.0,3.0,0.0,5.0,5.0
30870,27,0,3,Masters ,4.0,1.0,0.0,5.0,4.0
30870,27,0,3,Masters ,5.0,3.0,0.0,5.0,5.0
30870,27,0,3,Masters ,4.0,2.0,0.0,4.0,3.0
30870,27,0,3,Masters ,4.0,2.0,3.0,3.0,2.0
30870,27,0,3,Masters ,4.0,3.0,2.0,3.0,2.0
30870,27,0,3,Masters ,4.0,1.0,3.0,3.0,3.0
30870,27,0,3,Masters ,5.0,1.0,0.0,3.0,3.0
30870,27,0,3,Masters ,3.0,2.0,0.0,3.0,3.0
30870,27,0,3,Masters ,3.0,3.0,1.0,5.0,5.0
30870,27,0,3,Masters ,4.0,3.0,2.0,4.0,3.0
96632,41,1,8,Bachelors ,4.0,2.0,0.0,4.0,4.0
96632,41,1,8,Bachelors ,3.0,1.0,0.0,4.0,3.0
96632,41,1,8,Bachelors ,5.0,1.0,2.0,3.0,3.0
96632,41,1,8,Bachelors ,3.0,3.0,1.0,3.0,3.0
96632,41,1,8,Bachelors ,3.0,1.0,2.0,5.0,5.0
63511,43,0,8,Bachelors ,3.0,3.0,1.0,5.0,4.0
63511,43,0,8,Bachelors ,4.0,3.0,1.0,4.0,3.0
63511,43,0,8,Bachelors ,5.0,3.0,0.0,4.0,4.0
63511,43,0,8,Bachelors ,5.0,1.0,1.0,3.0,2.0
63511,43,0,8,Bachelors ,4.0,2.0,0.0,3.0,3.0
92022,27,1,7,Bachelors ,4.0,1.0,1.0,4.0,4.0
92022,27,1,7,Bachelors ,3.0,2.0,1.0,3.0,2.0
92022,27,1,7,Bachelors ,4.0,1.0,1.0,5.0,5.0
92022,27,1,7,Bachelors ,3.0,3.0,1.0,3.0,3.0
92022,27,1,7,Bachelors ,5.0,1.0,3.0,5.0,5.0
31450,27,0,7,Bachelors ,4.0,2.0,2.0,3.0,3.0
31450,27,0,7,Bachelors ,4.0,3.0,0.0,5.0,4.0
31450,27,0,7,Bachelors ,4.0,2.0,1.0,4.0,4.0
31450,27,0,7,Bachelors ,3.0,2.0,1.0,4.0,3.0
31450,27,0,7,Bachelors ,3.0,2.0,3.0,4.0,4.0
23547,25,0,3,Bachelors ,3.0,3.0,2.0,5.0,4.0
23547,25,0,3,Bachelors ,2.0,1.0,2.0,5.0,4.0
23547,25,0,3,Bachelors ,4.0,2.0,1.0,4.0,4.0
23547,25,0,3,Bachelors ,4.0,1.0,2.0,3.0,3.0
23547,25,0,3,Bachelors ,3.0,3.0,0.0,3.0,3.0
23547,25,0,3,Bachelors ,5.0,1.0,0.0,3.0,3.0
23547,25,0,3,Bachelors ,5.0,3.0,0.0,4.0,3.0
23547,25,0,3,Bachelors ,3.0,1.0,3.0,3.0,3.0
23547,25,0,3,Bachelors ,4.0,2.0,1.0,5.0,4.0
23547,25,0,3,Bachelors ,3.0,2.0,1.0,3.0,3.0
33273,26,0,2,Bachelors ,4.0,2.0,0.0,5.0,5.0
33273,26,0,2,Bachelors ,5.0,2.0,1.0,5.0,4.0
33273,26,0,2,Bachelors ,4.0,2.0,1.0,4.0,4.0
33273,26,0,2,Bachelors ,5.0,3.0,2.0,3.0,2.0
33273,26,0,2,Bachelors ,3.0,1.0,1.0,5.0,4.0
33273,26,0,2,Bachelors ,3.0,1.0,1.0,4.0,3.0
33273,26,0,2,Bachelors ,3.0,1.0,0.0,5.0,4.0
33273,26,0,2,Bachelors ,4.0,2.0,1.0,4.0,3.0
33273,26,0,2,Bachelors ,3.0,3.0,0.0,3.0,2.0
33273,26,0,2,Bachelors ,3.0,3.0,2.0,3.0,3.0
140538,28,1,7,Masters ,5.0,1.0,0.0,4.0,3.0
140538,28,1,7,Masters ,5.0,1.0,0.0,3.0,3.0
140538,28,1,7,Masters ,5.0,3.0,1.0,4.0,4.0
140538,28,1,7,Masters ,3.0,2.0,0.0,3.0,3.0
140538,28,1,7,Masters ,4.0,1.0,0.0,4.0,4.0
240633,27,1,7,High School ,5.0,1.0,1.0,3.0,3.0
240633,27,1,7,High School ,5.0,1.0,1.0,4.0,3.0
240633,27,1,7,High School ,3.0,3.0,2.0,5.0,5.0
240633,27,1,7,High School ,5.0,2.0,2.0,5.0,5.0
240633,27,1,7,High School ,5.0,2.0,1.0,3.0,2.0
25276,27,1,7,Masters ,5.0,2.0,0.0,5.0,4.0
25276,27,1,7,Masters ,3.0,2.0,0.0,4.0,4.0
25276,27,1,7,Masters ,3.0,3.0,2.0,4.0,4.0
25276,27,1,7,Masters ,3.0,2.0,2.0,5.0,4.0
25276,27,1,7,Masters ,4.0,1.0,1.0,4.0,4.0
315071,26,1,7,Masters ,3.0,2.0,1.0,3.0,2.0
315071,26,1,7,Masters ,4.0,3.0,0.0,3.0,2.0
315071,26,1,7,Masters ,5.0,3.0,0.0,3.0,2.0
315071,26,1,7,Masters ,3.0,3.0,2.0,3.0,3.0
315071,26,1,7,Masters ,4.0,3.0,1.0,5.0,4.0
54746,26,1,7,1,4.0,2.0,0.0,5.0,4.0
54746,26,1,7,1,4.0,1.0,0.0,3.0,2.0
54746,26,1,7,1,5.0,3.0,2.0,3.0,2.0
54746,26,1,7,1,3.0,3.0,3.0,5.0,4.0
54746,26,1,7,1,3.0,1.0,3.0,4.0,3.0
43438,25,1,7,High School ,5.0,1.0,2.0,4.0,4.0
43438,25,1,7,High School ,4.0,1.0,3.0,5.0,4.0
43438,25,1,7,High School ,4.0,1.0,3.0,4.0,4.0
43438,25,1,7,High School ,4.0,1.0,1.0,3.0,2.0
43438,25,1,7,High School ,3.0,3.0,1.0,5.0,4.0
30783,27,0,7,High School ,5.0,2.0,1.0,4.0,3.0
30783,27,0,7,High School ,3.0,1.0,2.0,4.0,4.0
30783,27,0,7,High School ,4.0,1.0,1.0,5.0,4.0
30783,27,0,7,High School ,3.0,1.0,0.0,5.0,4.0
30783,27,0,7,High School ,4.0,2.0,0.0,4.0,4.0
148211,26,3,7,High School ,5.0,3.0,3.0,3.0,2.0
148211,26,3,7,High School ,3.0,1.0,2.0,4.0,4.0
148211,26,3,7,High School ,4.0,3.0,1.0,5.0,4.0
148211,26,3,7,High School ,5.0,3.0,1.0,4.0,4.0
148211,26,3,7,High School ,4.0,3.0,0.0,5.0,4.0
83951,28,2,7,Bachelors ,3.0,1.0,2.0,5.0,4.0
83951,28,2,7,Bachelors ,4.0,3.0,3.0,4.0,3.0
83951,28,2,7,Bachelors ,4.0,2.0,1.0,4.0,3.0
83951,28,2,7,Bachelors ,4.0,3.0,1.0,3.0,3.0
83951,28,2,7,Bachelors ,4.0,3.0,1.0,5.0,4.0
91202,27,0,7,Bachelors ,3.0,2.0,2.0,3.0,3.0
91202,27,0,7,Bachelors ,5.0,1.0,1.0,5.0,5.0
91202,27,0,7,Bachelors ,5.0,2.0,0.0,5.0,4.0
91202,27,0,7,Bachelors ,3.0,2.0,1.0,3.0,2.0
91202,27,0,7,Bachelors ,3.0,1.0,1.0,3.0,3.0
112728,27,1,7,Masters ,3.0,3.0,1.0,4.0,3.0
112728,27,1,7,Masters ,5.0,2.0,2.0,5.0,5.0
112728,27,1,7,Masters ,4.0,1.0,1.0,4.0,4.0
112728,27,1,7,Masters ,5.0,1.0,1.0,4.0,3.0
112728,27,1,7,Masters ,5.0,3.0,0.0,4.0,4.0
57018,25,0,1,High School ,5.0,3.0,0.0,3.0,2.0
57018,25,0,1,High School ,4.0,2.0,0.0,3.0,3.0
57018,25,0,1,High School ,5.0,3.0,2.0,5.0,5.0
57018,25,0,1,High School ,5.0,1.0,0.0,4.0,4.0
57018,25,0,1,High School ,4.0,2.0,1.0,3.0,2.0
57018,25,0,1,High School ,5.0,1.0,2.0,4.0,3.0
57018,25,0,1,High School ,3.0,1.0,0.0,5.0,4.0
57018,25,0,1,High School ,5.0,2.0,0.0,4.0,3.0
57018,25,0,1,High School ,4.0,2.0,2.0,3.0,3.0
57018,25,0,1,High School ,4.0,3.0,2.0,5.0,5.0
92522,27,0,7,Masters ,5.0,1.0,1.0,5.0,5.0
92522,27,0,7,Masters ,4.0,2.0,0.0,3.0,2.0
92522,27,0,7,Masters ,3.0,2.0,2.0,4.0,3.0
92522,27,0,7,Masters ,3.0,3.0,1.0,3.0,3.0
92522,27,0,7,Masters ,5.0,1.0,2.0,4.0,3.0
52930,28,0,7,Bachelors ,4.0,3.0,0.0,4.0,4.0
52930,28,0,7,Bachelors ,5.0,2.0,0.0,4.0,4.0
52930,28,0,7,Bachelors ,3.0,3.0,1.0,4.0,3.0
52930,28,0,7,Bachelors ,1.0,1.0,2.0,4.0,4.0
52930,28,0,7,Bachelors ,3.0,1.0,1.0,5.0,5.0
179602,25,0,7,High School ,5.0,3.0,0.0,5.0,4.0
179602,25,0,7,High School ,3.0,1.0,2.0,5.0,4.0
179602,25,0,7,High School ,4.0,3.0,0.0,5.0,4.0
179602,25,0,7,High School ,3.0,1.0,1.0,3.0,3.0
179602,25,0,7,High School ,3.0,2.0,0.0,3.0,3.0
39001,27,0,7,Masters ,5.0,2.0,3.0,3.0,3.0
39001,27,0,7,Masters ,5.0,2.0,0.0,3.0,2.0
39001,27,0,7,Masters ,4.0,3.0,1.0,4.0,3.0
39001,27,0,7,Masters ,4.0,2.0,1.0,3.0,3.0
39001,27,0,7,Masters ,3.0,2.0,0.0,5.0,5.0
68638,27,0,7,High School ,5.0,2.0,1.0,5.0,4.0
68638,27,0,7,High School ,4.0,2.0,1.0,5.0,5.0
68638,27,0,7,High School ,4.0,3.0,2.0,4.0,3.0
68638,27,0,7,High School ,4.0,1.0,1.0,5.0,5.0
68638,27,0,7,High School ,4.0,3.0,1.0,5.0,4.0
85982,26,0,5,Bachelors ,3.0,1.0,1.0,4.0,3.0
85982,26,0,5,Bachelors ,3.0,3.0,0.0,5.0,4.0
85982,26,0,5,Bachelors ,3.0,3.0,0.0,4.0,3.0
85982,26,0,5,Bachelors ,4.0,2.0,3.0,4.0,3.0
85982,26,0,5,Bachelors ,3.0,1.0,1.0,4.0,3.0
85982,26,0,5,Bachelors ,4.0,3.0,1.0,3.0,2.0
85982,26,0,5,Bachelors ,4.0,1.0,1.0,3.0,3.0
85982,26,0,5,Bachelors ,4.0,3.0,0.0,4.0,4.0
85982,26,0,5,Bachelors ,3.0,3.0,0.0,4.0,4.0
85982,26,0,5,Bachelors ,3.0,1.0,2.0,3.0,2.0
31962,25,0,7,Bachelors ,3.0,1.0,0.0,3.0,3.0
31962,25,0,7,Bachelors ,3.0,1.0,3.0,5.0,5.0
31962,25,0,7,Bachelors ,3.0,1.0,2.0,5.0,4.0
31962,25,0,7,Bachelors ,5.0,3.0,1.0,3.0,3.0
31962,25,0,7,Bachelors ,3.0,3.0,0.0,3.0,3.0
24626,25,0,7,Bachelors ,5.0,2.0,1.0,3.0,2.0
24626,25,0,7,Bachelors ,3.0,1.0,1.0,4.0,3.0
24626,25,0,7,Bachelors ,4.0,3.0,1.0,3.0,2.0
24626,25,0,7,Bachelors ,4.0,3.0,1.0,4.0,4.0
24626,25,0,7,Bachelors ,4.0,2.0,1.0,4.0,3.0
57030,25,0,7,1,4.0,1.0,0.0,3.0,2.0
57030,25,0,7,1,4.0,3.0,2.0,3.0,3.0
57030,25,0,7,1,4.0,3.0,0.0,5.0,4.0
57030,25,0,7,1,3.0,2.0,0.0,3.0,2.0
57030,25,0,7,1,5.0,3.0,3.0,5.0,5.0
87704,28,2,7,Masters ,5.0,2.0,1.0,4.0,3.0
87704,28,2,7,Masters ,3.0,3.0,1.0,3.0,2.0
87704,28,2,7,Masters ,3.0,3.0,3.0,3.0,3.0
87704,28,2,7,Masters ,3.0,1.0,2.0,5.0,4.0
87704,28,2,7,Masters ,3.0,3.0,1.0,3.0,3.0
67814,25,0,7,Masters ,5.0,3.0,2.0,4.0,4.0
67814,25,0,7,Masters ,3.0,1.0,0.0,3.0,3.0
67814,25,0,7,Masters ,5.0,2.0,0.0,4.0,4.0
67814,25,0,7,Masters ,5.0,3.0,0.0,3.0,3.0
67814,25,0,7,Masters ,4.0,2.0,0.0,4.0,4.0
445906,41,0,7,High School ,4.0,3.0,3.0,4.0,3.0
445906,41,0,7,High School ,3.0,2.0,2.0,3.0,2.0
445906,41,0,7,High School ,3.0,3.0,1.0,3.0,2.0
445906,41,0,7,High School ,5.0,3.0,0.0,3.0,3.0
445906,41,0,7,High School ,5.0,1.0,1.0,4.0,4.0
45046,27,2,7,1,4.0,2.0,0.0,3.0,3.0
45046,27,2,7,1,4.0,3.0,0.0,4.0,4.0
45046,27,2,7,1,4.0,1.0,3.0,4.0,3.0
45046,27,2,7,1,4.0,3.0,1.0,4.0,3.0
45046,27,2,7,1,4.0,2.0,0.0,4.0,3.0
82312,26,0,7,1,5.0,3.0,1.0,5.0,4.0
82312,26,0,7,1,3.0,1.0,1.0,3.0,2.0
82312,26,0,7,1,3.0,1.0,0.0,4.0,4.0
82312,26,0,7,1,4.0,1.0,1.0,3.0,2.0
82312,26,0,7,1,4.0,2.0,0.0,4.0,3.0
50559,27,0,6,Bachelors ,4.0,2.0,3.0,4.0,4.0
50559,27,0,6,Bachelors ,5.0,2.0,1.0,5.0,4.0
50559,27,0,6,Bachelors ,3.0,3.0,1.0,3.0,2.0
50559,27,0,6,Bachelors ,5.0,1.0,2.0,3.0,3.0
50559,27,0,6,Bachelors ,4.0,1.0,0.0,3.0,3.0
50559,27,0,6,Bachelors ,3.0,2.0,0.0,5.0,4.0
50559,27,0,6,Bachelors ,4.0,1.0,1.0,4.0,4.0
50559,27,0,6,Bachelors ,4.0,3.0,3.0,4.0,4.0
50559,27,0,6,Bachelors ,5.0,2.0,1.0,4.0,3.0
50559,27,0,6,Bachelors ,5.0,1.0,0.0,3.0,3.0
51454,25,0,7,Masters ,3.0,3.0,1.0,4.0,3.0
51454,25,0,7,Masters ,3.0,3.0,2.0,4.0,3.0
51454,25,0,7,Masters ,4.0,2.0,1.0,4.0,3.0
51454,25,0,7,Masters ,4.0,1.0,1.0,4.0,3.0
51454,25,0,7,Masters ,5.0,2.0,1.0,5.0,4.0
48442,27,0,7,1,3.0,2.0,1.0,5.0,5.0
48442,27,0,7,1,3.0,2.0,0.0,4.0,4.0
48442,27,0,7,1,5.0,2.0,0.0,4.0,4.0
48442,27,0,7,1,4.0,1.0,0.0,5.0,4.0
48442,27,0,7,1,5.0,2.0,2.0,3.0,3.0
45438,27,0,7,Bachelors ,4.0,1.0,0.0,5.0,5.0
45438,27,0,7,Bachelors ,4.0,3.0,1.0,4.0,3.0
45438,27,0,7,Bachelors ,4.0,2.0,1.0,3.0,3.0
45438,27,0,7,Bachelors ,3.0,1.0,1.0,3.0,3.0
45438,27,0,7,Bachelors ,4.0,1.0,1.0,3.0,3.0
52390,26,1,7,Bachelors ,4.0,2.0,0.0,5.0,5.0
52390,26,1,7,Bachelors ,3.0,2.0,1.0,3.0,2.0
52390,26,1,7,Bachelors ,3.0,2.0,2.0,5.0,4.0
52390,26,1,7,Bachelors ,3.0,2.0,0.0,4.0,3.0
52390,26,1,7,Bachelors ,4.0,3.0,1.0,4.0,4.0
72840,25,0,7,Masters ,3.0,3.0,0.0,4.0,3.0
72840,25,0,7,Masters ,3.0,2.0,3.0,3.0,2.0
72840,25,0,7,Masters ,4.0,3.0,2.0,5.0,5.0
72840,25,0,7,Masters ,3.0,2.0,2.0,3.0,2.0
72840,25,0,7,Masters ,5.0,2.0,1.0,4.0,3.0
148080,26,1,7,Masters ,5.0,2.0,3.0,3.0,3.0
148080,26,1,7,Masters ,5.0,1.0,0.0,3.0,2.0
148080,26,1,7,Masters ,3.0,1.0,1.0,4.0,3.0
148080,26,1,7,Masters ,5.0,1.0,0.0,3.0,2.0
148080,26,1,7,Masters ,2.0,1.0,2.0,4.0,4.0
56966,26,1,7,1,5.0,2.0,2.0,4.0,3.0
56966,26,1,7,1,5.0,1.0,1.0,5.0,4.0
56966,26,1,7,1,4.0,3.0,1.0,3.0,2.0
56966,26,1,7,1,5.0,1.0,0.0,5.0,5.0
56966,26,1,7,1,5.0,2.0,3.0,3.0,2.0
33606,27,2,7,Bachelors ,3.0,1.0,3.0,3.0,3.0
33606,27,2,7,Bachelors ,5.0,2.0,0.0,5.0,4.0
33606,27,2,7,Bachelors ,4.0,3.0,0.0,4.0,4.0
33606,27,2,7,Bachelors ,4.0,1.0,3.0,5.0,4.0
33606,27,2,7,Bachelors ,3.0,1.0,1.0,3.0,3.0
57698,25,2,6,High School ,5.0,2.0,0.0,3.0,2.0
57698,25,2,6,High School ,3.0,3.0,2.0,3.0,3.0
57698,25,2,6,High School ,5.0,3.0,3.0,3.0,2.0
57698,25,2,6,High School ,4.0,3.0,2.0,4.0,3.0
57698,25,2,6,High School ,4.0,1.0,1.0,3.0,2.0
57698,25,2,6,High School ,5.0,1.0,0.0,5.0,4.0
57698,25,2,6,High School ,5.0,3.0,0.0,3.0,2.0
57698,25,2,6,High School ,5.0,3.0,3.0,4.0,3.0
57698,25,2,6,High School ,3.0,1.0,0.0,3.0,2.0
57698,25,2,6,High School ,5.0,2.0,1.0,5.0,4.0
28317,25,0,7,5,5.0,3.0,1.0,3.0,2.0
28317,25,0,7,5,3.0,2.0,1.0,3.0,2.0
28317,25,0,7,5,5.0,2.0,1.0,4.0,4.0
28317,25,0,7,5,3.0,1.0,0.0,4.0,3.0
28317,25,0,7,5,4.0,3.0,1.0,3.0,3.0
97811,26,0,7,Masters ,4.0,1.0,1.0,5.0,4.0
97811,26,0,7,Masters ,5.0,2.0,2.0,3.0,2.0
97811,26,0,7,Masters ,5.0,2.0,0.0,4.0,4.0
97811,26,0,7,Masters ,4.0,3.0,0.0,5.0,4.0
97811,26,0,7,Masters ,4.0,2.0,1.0,3.0,2.0
190198,25,2,7,1,5.0,1.0,1.0,4.0,3.0
190198,25,2,7,1,4.0,3.0,2.0,5.0,4.0
190198,25,2,7,1,3.0,3.0,0.0,5.0,5.0
190198,25,2,7,1,3.0,2.0,0.0,5.0,5.0
190198,25,2,7,1,3.0,2.0,3.0,3.0,2.0
167509,26,0,7,Masters ,1.0,2.0,1.0,4.0,4.0
167509,26,0,7,Masters ,5.0,3.0,1.0,3.0,2.0
167509,26,0,7,Masters ,2.0,1.0,1.0,5.0,4.0
167509,26,0,7,Masters ,4.0,2.0,1.0,3.0,2.0
167509,26,0,7,Masters ,5.0,1.0,3.0,4.0,4.0
44082,25,1,7,Bachelors ,5.0,2.0,0.0,4.0,4.0
44082,25,1,7,Bachelors ,4.0,3.0,3.0,3.0,2.0
44082,25,1,7,Bachelors ,5.0,1.0,0.0,3.0,3.0
44082,25,1,7,Bachelors ,4.0,2.0,1.0,5.0,4.0
44082,25,1,7,Bachelors ,3.0,3.0,0.0,3.0,3.0
59981,26,1,7,High School ,4.0,3.0,3.0,5.0,4.0
59981,26,1,7,High School ,3.0,2.0,2.0,4.0,4.0
59981,26,1,7,High School ,4.0,1.0,0.0,3.0,3.0
59981,26,1,7,High School ,3.0,3.0,1.0,5.0,5.0
59981,26,1,7,High School ,3.0,2.0,2.0,4.0,3.0
194982,28,1,7,Bachelors ,4.0,2.0,0.0,3.0,3.0
194982,28,1,7,Bachelors ,5.0,2.0,3.0,3.0,3.0
194982,28,1,7,Bachelors ,5.0,2.0,2.0,3.0,3.0
194982,28,1,7,Bachelors ,4.0,3.0,1.0,4.0,3.0
194982,28,1,7,Bachelors ,5.0,3.0,2.0,4.0,3.0
252301,27,1,7,High School ,3.0,2.0,1.0,4.0,3.0
252301,27,1,7,High School ,5.0,2.0,2.0,5.0,4.0
252301,27,1,7,High School ,3.0,3.0,1.0,4.0,4.0
252301,27,1,7,High School ,4.0,3.0,0.0,4.0,3.0
252301,27,1,7,High School ,4.0,3.0,1.0,5.0,4.0
49131,25,1,7,High School ,4.0,3.0,2.0,3.0,3.0
49131,25,1,7,High School ,3.0,1.0,0.0,3.0,2.0
49131,25,1,7,High School ,3.0,1.0,1.0,5.0,4.0
49131,25,1,7,High School ,3.0,2.0,1.0,4.0,3.0
49131,25,1,7,High School ,4.0,2.0,0.0,4.0,3.0
60834,26,0,7,Masters ,5.0,2.0,2.0,5.0,5.0
60834,26,0,7,Masters ,5.0,3.0,2.0,3.0,2.0
60834,26,0,7,Masters ,4.0,3.0,1.0,3.0,2.0
60834,26,0,7,Masters ,4.0,1.0,2.0,4.0,3.0
60834,26,0,7,Masters ,4.0,3.0,0.0,5.0,5.0
62016,28,3,7,1,3.0,3.0,0.0,5.0,5.0
