EmployeeID,Attrition,Gender,Age,Department,BusinessTravel,MaritalStatus,DistanceFromHome (KM),Salary,StockOptionLevel,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,Ethnicity,EducationLevel,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating,EnvironmentSatisfaction_Label,JobSatisfaction_Label,RelationshipSatisfaction_Label,WorkLifeBalance_Label,ManagerRating_Label,SelfRating_Label,TrainingUtilizationRate
626A-9377,1,Female,27,Technology,No Travel ,Single,19,89785,0,No,0,0,0,0,Black or African American,High School ,4.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,Satisfied ,Neutral,Very Satisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,2.9999700002999967
626A-9377,1,Female,27,Technology,No Travel ,Single,19,89785,0,No,0,0,0,0,Black or African American,High School ,4.0,2.0,4.0,5.0,2.0,0.0,4.0,3.0,Satisfied ,Dissatisfied,Satisfied ,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.0
6125-FEC8,0,Non-Binary,27,Technology,No Travel ,Married,36,50046,1,No,7,1,6,2,Native Hawaiian ,Masters ,5.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.6666644444518518
6125-FEC8,0,Non-Binary,27,Technology,No Travel ,Married,36,50046,1,No,7,1,6,2,Native Hawaiian ,Masters ,5.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,Very Satisfied,Satisfied ,Satisfied ,Neutral,Exceeds Expectation ,Above and Beyond,0.6666644444518518
6125-FEC8,0,Non-Binary,27,Technology,No Travel ,Married,36,50046,1,No,7,1,6,2,Native Hawaiian ,Masters ,4.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,Satisfied ,Very Satisfied,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.9999900000999988
6125-FEC8,0,Non-Binary,27,Technology,No Travel ,Married,36,50046,1,No,7,1,6,2,Native Hawaiian ,Masters ,4.0,2.0,4.0,5.0,3.0,1.0,4.0,3.0,Satisfied ,Dissatisfied,Satisfied ,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.3333322222259259
6125-FEC8,0,Non-Binary,27,Technology,No Travel ,Married,36,50046,1,No,7,1,6,2,Native Hawaiian ,Masters ,5.0,3.0,2.0,5.0,1.0,0.0,5.0,4.0,Very Satisfied,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.0
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,5.0,5.0,5.0,4.0,3.0,0.0,4.0,3.0,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,5.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,Very Satisfied,Neutral,Satisfied ,Very Satisfied,Above and Beyond,Above and Beyond,0.6666644444518518
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,5.0,3.0,4.0,2.0,0.0,5.0,5.0,Neutral,Very Satisfied,Neutral,Satisfied ,Above and Beyond,Above and Beyond,0.0
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,4.0,3.0,5.0,2.0,2.0,1.0,4.0,3.0,Satisfied ,Neutral,Very Satisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.4999975000124999
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,Neutral,Very Satisfied,Neutral,Very Satisfied,Needs Improvement,Meets Expectation,0.4999975000124999
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,Neutral,Satisfied ,Dissatisfied,Very Dissatisfied,Above and Beyond,Above and Beyond,2.9999700002999967
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,Neutral,Satisfied ,Neutral,Neutral,Needs Improvement,Meets Expectation,0.9999966666777778
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,5.0,3.0,4.0,5.0,1.0,0.0,5.0,4.0,Very Satisfied,Neutral,Satisfied ,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.0
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,5.0,5.0,3.0,2.0,0.0,5.0,4.0,Neutral,Very Satisfied,Very Satisfied,Neutral,Exceeds Expectation ,Above and Beyond,0.0
D954-6402,1,Male,25,Sales,Some Travel,Single,14,123307,0,Yes,7,2,3,1,White,Bachelors ,3.0,3.0,5.0,2.0,1.0,1.0,5.0,5.0,Neutral,Neutral,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
246E-3383,0,Male,26,Sales,Some Travel,Single,16,113512,0,No,7,3,7,6,Black or African American,High School ,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,Neutral,Neutral,Satisfied ,Dissatisfied,Meets Expectation,Meets Expectation,0.9999900000999988
246E-3383,0,Male,26,Sales,Some Travel,Single,16,113512,0,No,7,3,7,6,Black or African American,High School ,5.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,Very Satisfied,Dissatisfied,Satisfied ,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
246E-3383,0,Male,26,Sales,Some Travel,Single,16,113512,0,No,7,3,7,6,Black or African American,High School ,3.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,Neutral,Very Satisfied,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.4999975000124999
246E-3383,0,Male,26,Sales,Some Travel,Single,16,113512,0,No,7,3,7,6,Black or African American,High School ,4.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,Satisfied ,Dissatisfied,Satisfied ,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
246E-3383,0,Male,26,Sales,Some Travel,Single,16,113512,0,No,7,3,7,6,Black or African American,High School ,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,Very Satisfied,Neutral,Neutral,Satisfied ,Meets Expectation,Meets Expectation,1.4999925000374998
BD97-F94D,0,Male,26,Technology,Some Travel,Married,8,50614,1,No,7,7,7,2,Black or African American,High School ,4.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,Satisfied ,Dissatisfied,Satisfied ,Satisfied ,Meets Expectation,Meets Expectation,0.0
BD97-F94D,0,Male,26,Technology,Some Travel,Married,8,50614,1,No,7,7,7,2,Black or African American,High School ,4.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,Satisfied ,Satisfied ,Dissatisfied,Dissatisfied,Meets Expectation,Meets Expectation,1.9999800001999977
BD97-F94D,0,Male,26,Technology,Some Travel,Married,8,50614,1,No,7,7,7,2,Black or African American,High School ,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,Satisfied ,Satisfied ,Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,1.4999925000374998
BD97-F94D,0,Male,26,Technology,Some Travel,Married,8,50614,1,No,7,7,7,2,Black or African American,High School ,3.0,2.0,4.0,3.0,3.0,0.0,4.0,3.0,Neutral,Dissatisfied,Satisfied ,Neutral,Meets Expectation,Exceeds Expectation ,0.0
BD97-F94D,0,Male,26,Technology,Some Travel,Married,8,50614,1,No,7,7,7,2,Black or African American,High School ,4.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,Satisfied ,Satisfied ,Dissatisfied,Neutral,Meets Expectation,Exceeds Expectation ,0.4999975000124999
FB5B-C127,0,Female,25,Technology,Some Travel,Married,42,70068,2,No,7,4,6,7,Native Hawaiian ,Bachelors ,5.0,4.0,3.0,4.0,3.0,1.0,5.0,4.0,Very Satisfied,Satisfied ,Neutral,Satisfied ,Exceeds Expectation ,Above and Beyond,0.3333322222259259
FB5B-C127,0,Female,25,Technology,Some Travel,Married,42,70068,2,No,7,4,6,7,Native Hawaiian ,Bachelors ,4.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,Satisfied ,Dissatisfied,Dissatisfied,Neutral,Above and Beyond,Above and Beyond,0.3333322222259259
FB5B-C127,0,Female,25,Technology,Some Travel,Married,42,70068,2,No,7,4,6,7,Native Hawaiian ,Bachelors ,5.0,2.0,3.0,5.0,1.0,0.0,3.0,3.0,Very Satisfied,Dissatisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,0.0
FB5B-C127,0,Female,25,Technology,Some Travel,Married,42,70068,2,No,7,4,6,7,Native Hawaiian ,Bachelors ,3.0,2.0,5.0,3.0,3.0,1.0,5.0,5.0,Neutral,Dissatisfied,Very Satisfied,Neutral,Above and Beyond,Above and Beyond,0.3333322222259259
FB5B-C127,0,Female,25,Technology,Some Travel,Married,42,70068,2,No,7,4,6,7,Native Hawaiian ,Bachelors ,4.0,3.0,2.0,5.0,2.0,1.0,4.0,4.0,Satisfied ,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
A590-DF69,0,Female,28,Technology,Some Travel,Married,24,71553,1,No,7,6,6,0,Mixed or multiple ethnic groups,Bachelors ,4.0,3.0,3.0,2.0,3.0,1.0,5.0,5.0,Satisfied ,Neutral,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.3333322222259259
A590-DF69,0,Female,28,Technology,Some Travel,Married,24,71553,1,No,7,6,6,0,Mixed or multiple ethnic groups,Bachelors ,5.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied ,Above and Beyond,Above and Beyond,0.999995000025
A590-DF69,0,Female,28,Technology,Some Travel,Married,24,71553,1,No,7,6,6,0,Mixed or multiple ethnic groups,Bachelors ,5.0,5.0,4.0,2.0,1.0,3.0,4.0,3.0,Very Satisfied,Very Satisfied,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,2.9999700002999967
A590-DF69,0,Female,28,Technology,Some Travel,Married,24,71553,1,No,7,6,6,0,Mixed or multiple ethnic groups,Bachelors ,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,Neutral,Neutral,Neutral,Satisfied ,Exceeds Expectation ,Above and Beyond,0.999995000025
A590-DF69,0,Female,28,Technology,Some Travel,Married,24,71553,1,No,7,6,6,0,Mixed or multiple ethnic groups,Bachelors ,5.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,Very Satisfied,Very Satisfied,Satisfied ,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.999995000025
B679-F7C9,0,Male,29,Technology,Some Travel,Single,36,113448,0,Yes,7,0,4,1,Black or African American,Doctorate,5.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,Very Satisfied,Satisfied ,Dissatisfied,Satisfied ,Meets Expectation,Meets Expectation,0.3333322222259259
B679-F7C9,0,Male,29,Technology,Some Travel,Single,36,113448,0,Yes,7,0,4,1,Black or African American,Doctorate,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,Neutral,Dissatisfied,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,1.9999800001999977
B679-F7C9,0,Male,29,Technology,Some Travel,Single,36,113448,0,Yes,7,0,4,1,Black or African American,Doctorate,5.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,Very Satisfied,Satisfied ,Satisfied ,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.999995000025
B679-F7C9,0,Male,29,Technology,Some Travel,Single,36,113448,0,Yes,7,0,4,1,Black or African American,Doctorate,4.0,5.0,2.0,2.0,2.0,0.0,4.0,4.0,Satisfied ,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
B679-F7C9,0,Male,29,Technology,Some Travel,Single,36,113448,0,Yes,7,0,4,1,Black or African American,Doctorate,3.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,Neutral,Dissatisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.4999975000124999
1B4A-5D80,0,Female,26,Technology,Some Travel,Married,37,107863,2,Yes,6,3,6,0,American Indian or Alaska Native,Masters ,5.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,Very Satisfied,Very Satisfied,Satisfied ,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
1B4A-5D80,0,Female,26,Technology,Some Travel,Married,37,107863,2,Yes,6,3,6,0,American Indian or Alaska Native,Masters ,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.9999900000999988
1B4A-5D80,0,Female,26,Technology,Some Travel,Married,37,107863,2,Yes,6,3,6,0,American Indian or Alaska Native,Masters ,5.0,4.0,3.0,2.0,1.0,1.0,5.0,4.0,Very Satisfied,Satisfied ,Neutral,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.9999900000999988
1B4A-5D80,0,Female,26,Technology,Some Travel,Married,37,107863,2,Yes,6,3,6,0,American Indian or Alaska Native,Masters ,3.0,2.0,4.0,2.0,3.0,0.0,3.0,2.0,Neutral,Dissatisfied,Satisfied ,Dissatisfied,Needs Improvement,Meets Expectation,0.0
1B4A-5D80,0,Female,26,Technology,Some Travel,Married,37,107863,2,Yes,6,3,6,0,American Indian or Alaska Native,Masters ,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,Satisfied ,Very Satisfied,Satisfied ,Dissatisfied,Meets Expectation,Meets Expectation,0.6666644444518518
BAB4-3AC8,0,Female,25,Technology,No Travel ,Married,24,44146,3,No,6,1,1,3,Black or African American,Masters ,3.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,Neutral,Dissatisfied,Very Satisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
BAB4-3AC8,0,Female,25,Technology,No Travel ,Married,24,44146,3,No,6,1,1,3,Black or African American,Masters ,4.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,Satisfied ,Very Satisfied,Neutral,Satisfied ,Above and Beyond,Above and Beyond,0.6666644444518518
BAB4-3AC8,0,Female,25,Technology,No Travel ,Married,24,44146,3,No,6,1,1,3,Black or African American,Masters ,5.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,Very Satisfied,Very Satisfied,Neutral,Neutral,Above and Beyond,Above and Beyond,1.9999800001999977
BAB4-3AC8,0,Female,25,Technology,No Travel ,Married,24,44146,3,No,6,1,1,3,Black or African American,Masters ,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,Neutral,Satisfied ,Satisfied ,Satisfied ,Meets Expectation,Exceeds Expectation ,0.999995000025
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,4.0,2.0,5.0,3.0,1.0,0.0,3.0,2.0,Satisfied ,Dissatisfied,Very Satisfied,Neutral,Needs Improvement,Meets Expectation,0.0
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,Very Satisfied,Satisfied ,Satisfied ,Very Satisfied,Meets Expectation,Exceeds Expectation ,2.9999700002999967
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,Very Satisfied,Neutral,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,3.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,Neutral,Very Satisfied,Very Satisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,2.9999700002999967
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,5.0,2.0,3.0,1.0,1.0,5.0,4.0,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Exceeds Expectation ,Above and Beyond,0.9999900000999988
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,Very Satisfied,Dissatisfied,Dissatisfied,Satisfied ,Above and Beyond,Above and Beyond,0.3333322222259259
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,4.0,3.0,4.0,4.0,1.0,0.0,3.0,2.0,Satisfied ,Neutral,Satisfied ,Satisfied ,Needs Improvement,Meets Expectation,0.0
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.999995000025
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,Very Satisfied,Satisfied ,Neutral,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
83FD-F920,1,Male,25,Technology,Some Travel,Married,41,28137,0,Yes,4,3,3,1,White,No Formal Qualifications,5.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.9999900000999988
B24C-18BF,0,Male,26,Sales,No Travel ,Married,5,93170,1,No,6,3,6,1,White,High School ,3.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,Neutral,Very Satisfied,Satisfied ,Dissatisfied,Needs Improvement,Meets Expectation,0.6666644444518518
B24C-18BF,0,Male,26,Sales,No Travel ,Married,5,93170,1,No,6,3,6,1,White,High School ,5.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,Very Satisfied,Satisfied ,Satisfied ,Neutral,Needs Improvement,Meets Expectation,0.3333322222259259
B24C-18BF,0,Male,26,Sales,No Travel ,Married,5,93170,1,No,6,3,6,1,White,High School ,4.0,4.0,3.0,5.0,1.0,0.0,3.0,3.0,Satisfied ,Satisfied ,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,0.0
B24C-18BF,0,Male,26,Sales,No Travel ,Married,5,93170,1,No,6,3,6,1,White,High School ,3.0,5.0,2.0,3.0,3.0,0.0,4.0,4.0,Neutral,Very Satisfied,Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.0
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,3.0,2.0,2.0,5.0,3.0,0.0,4.0,4.0,Neutral,Dissatisfied,Dissatisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,4.0,5.0,5.0,2.0,1.0,0.0,3.0,2.0,Satisfied ,Very Satisfied,Very Satisfied,Dissatisfied,Needs Improvement,Meets Expectation,0.0
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,4.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,Satisfied ,Satisfied ,Satisfied ,Dissatisfied,Meets Expectation,Meets Expectation,0.0
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,4.0,5.0,2.0,5.0,1.0,2.0,4.0,3.0,Satisfied ,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Exceeds Expectation ,1.9999800001999977
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,4.0,2.0,2.0,5.0,3.0,1.0,3.0,2.0,Satisfied ,Dissatisfied,Dissatisfied,Very Satisfied,Needs Improvement,Meets Expectation,0.3333322222259259
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,3.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,Neutral,Dissatisfied,Dissatisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.9999900000999988
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,5.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Meets Expectation,Exceeds Expectation ,0.3333322222259259
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,5.0,5.0,2.0,2.0,3.0,0.0,5.0,4.0,Very Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.0
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,5.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.4999975000124999
FD0B-7B0A,1,Female,27,Sales,Some Travel,Single,21,22648,0,Yes,1,0,0,0,White,No Formal Qualifications,3.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,Neutral,Satisfied ,Neutral,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.999995000025
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,5.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,Very Satisfied,Satisfied ,Dissatisfied,Neutral,Needs Improvement,Meets Expectation,0.999995000025
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,4.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,Satisfied ,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,0.9999900000999988
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,3.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,Neutral,Satisfied ,Satisfied ,Satisfied ,Needs Improvement,Meets Expectation,0.4999975000124999
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,3.0,5.0,3.0,4.0,2.0,1.0,5.0,5.0,Neutral,Very Satisfied,Neutral,Satisfied ,Above and Beyond,Above and Beyond,0.4999975000124999
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,4.0,4.0,2.0,4.0,2.0,0.0,4.0,3.0,Satisfied ,Satisfied ,Dissatisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,3.0,5.0,5.0,3.0,1.0,0.0,5.0,5.0,Neutral,Very Satisfied,Very Satisfied,Neutral,Above and Beyond,Above and Beyond,0.0
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,Very Dissatisfied,Dissatisfied,Dissatisfied,Satisfied ,Needs Improvement,Meets Expectation,0.3333322222259259
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,4.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,Satisfied ,Dissatisfied,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.9999900000999988
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,3.0,3.0,5.0,4.0,1.0,2.0,5.0,4.0,Neutral,Neutral,Very Satisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,1.9999800001999977
EB8F-204D,1,Male,26,Technology,Some Travel,Divorced,5,49045,1,No,1,0,0,0,White,Bachelors ,4.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,Satisfied ,Satisfied ,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.9999900000999988
8A5B-3D6E,0,Female,24,Sales,Some Travel,Divorced,25,105383,2,Yes,6,6,6,5,Mixed or multiple ethnic groups,No Formal Qualifications,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.6666644444518518
8A5B-3D6E,0,Female,24,Sales,Some Travel,Divorced,25,105383,2,Yes,6,6,6,5,Mixed or multiple ethnic groups,No Formal Qualifications,4.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,Satisfied ,Satisfied ,Dissatisfied,Very Satisfied,Needs Improvement,Meets Expectation,1.4999925000374998
8A5B-3D6E,0,Female,24,Sales,Some Travel,Divorced,25,105383,2,Yes,6,6,6,5,Mixed or multiple ethnic groups,No Formal Qualifications,3.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,Neutral,Neutral,Very Satisfied,Neutral,Meets Expectation,Meets Expectation,1.9999800001999977
8A5B-3D6E,0,Female,24,Sales,Some Travel,Divorced,25,105383,2,Yes,6,6,6,5,Mixed or multiple ethnic groups,No Formal Qualifications,5.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied ,Meets Expectation,Meets Expectation,0.999995000025
46D6-CA7A,0,Male,27,Technology,Frequent Traveller,Single,16,75275,0,No,6,4,5,5,Mixed or multiple ethnic groups,Masters ,3.0,3.0,5.0,4.0,1.0,0.0,4.0,3.0,Neutral,Neutral,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
46D6-CA7A,0,Male,27,Technology,Frequent Traveller,Single,16,75275,0,No,6,4,5,5,Mixed or multiple ethnic groups,Masters ,5.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,Very Satisfied,Neutral,Satisfied ,Satisfied ,Needs Improvement,Meets Expectation,0.999995000025
46D6-CA7A,0,Male,27,Technology,Frequent Traveller,Single,16,75275,0,No,6,4,5,5,Mixed or multiple ethnic groups,Masters ,3.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,Neutral,Dissatisfied,Very Satisfied,Neutral,Needs Improvement,Meets Expectation,0.3333322222259259
46D6-CA7A,0,Male,27,Technology,Frequent Traveller,Single,16,75275,0,No,6,4,5,5,Mixed or multiple ethnic groups,Masters ,3.0,3.0,2.0,2.0,1.0,0.0,4.0,3.0,Neutral,Neutral,Dissatisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.0
5060-A677,1,Male,26,Technology,Frequent Traveller,Divorced,45,108865,2,No,1,0,0,1,Mixed or multiple ethnic groups,Bachelors ,5.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,Very Satisfied,Satisfied ,Neutral,Satisfied ,Above and Beyond,Above and Beyond,0.9999966666777778
